checkpoint,precision,recall,F1
1,0.4984486873508353,0.4646532065187163,0.48095800109387143
2,0.5038926817582944,0.46799043328327494,0.4852784266228336
3,0.5125052480057578,0.475276711719228,0.49318942629574053
4,0.5135151369533878,0.4754991935035319,0.4937765327634505
5,0.5167288482368516,0.477612770454419,0.4964014220886204
6,0.5202938696856558,0.4805606540964458,0.499638571635102
7,0.5254706200757804,0.48595583736581566,0.5049413396520834
8,0.5233222991272947,0.4836197786306246,0.5026883274556282
9,0.5258470241319131,0.48601145781189165,0.5051451034801712
10,0.5243145525760772,0.4839535013070805,0.5033261988777694
11,0.525102335660968,0.485177151120752,0.5043508427047497
12,0.5255769114900283,0.485177151120752,0.5045696436834799
13,0.5248312439729991,0.48434284442961234,0.5037748401839692
14,0.528785417794622,0.48890372100784246,0.508063117738859
15,0.5304771646910164,0.4903498526058179,0.5096248338054223
16,0.5304206535475717,0.49023861171366595,0.5095386749913284
17,0.5299716850412676,0.4892930641303743,0.5088206373995026
18,0.5304562417238473,0.49018299126758996,0.5095250484202005
19,0.5313289236319904,0.49146226152733746,0.5106186252130948
