checkpoint,precision,recall,F1
1,0.03568627450980392,0.023026315789473683,0.02799138726545678
2,0.0485866875081412,0.0314608636977058,0.03819177801668971
3,0.05473763684409211,0.036690283400809716,0.043932737464020606
4,0.07898894154818326,0.05482918599746942,0.06472814180442144
5,0.08554044380816034,0.06047570850202429,0.07085680403201897
6,0.09659913169319827,0.06756072874493928,0.07951161405598571
7,0.09758846067162497,0.07304934626739772,0.08355444063871868
8,0.10643506644905572,0.07701391817798398,0.08936524249987766
9,0.10858163151433992,0.08206815114709852,0.09348128933083538
10,0.12177081033340693,0.09303306342780027,0.10547958305441332
11,0.12322121604139716,0.09638249430812042,0.10816181689141234
12,0.12762637819846057,0.10350063264445382,0.11430434580092226
13,0.13262291622705213,0.10603121045972164,0.11784559133736465
14,0.13764545549847992,0.11075495571488823,0.12274469477423577
15,0.14324981499101386,0.11430740678252067,0.12715244217144467
16,0.14239019407558734,0.117597435464822,0.1288116799112918
17,0.14616309356842316,0.12306005398110662,0.13362029489880026
18,0.1521516393442623,0.1252424728008771,0.13739186751168062
19,0.15568923327895595,0.128806410797132,0.14097770391912479
20,0.15893191447433244,0.13609517381032737,0.14662969865006134
21,0.15460852329038652,0.13162335470806616,0.14219305441618815
22,0.15827695980899323,0.1342049768030367,0.14525037659195691
23,0.15723892405063292,0.1341093117408907,0.14475600873998545
24,0.1556198745779064,0.13607221191159102,0.14519105270264188
25,0.15891849834662516,0.1378321383382539,0.14762614627094908
26,0.15626185958254268,0.13895216400911162,0.1470995400348323
27,0.16214634146341464,0.14020583769191833,0.15038002171552659
28,0.1634643236458434,0.1428089413749473,0.15244012245632993
29,0.16180245270462973,0.1436165724411442,0.15216808225301745
30,0.16508575261090352,0.14540084388185653,0.15461928478485215
31,0.1651969981238274,0.148544917756221,0.15642904730179882
32,0.1665375677769171,0.1450864614086883,0.15507370508948295
33,0.17072931962799803,0.14716057716648384,0.15807124082298557
34,0.17163187855787476,0.15255523697082138,0.16153227966782746
35,0.1682915286322764,0.14997891185153944,0.1586083853702052
36,0.16621759732416613,0.1508940620782726,0.15818559618020248
37,0.1680443359008078,0.1509322534379482,0.15902929019067513
38,0.17115852517312372,0.15426788124156546,0.16227486469701002
39,0.17195942743387999,0.15304142411203914,0.16194982590840104
40,0.17799539170506912,0.15636332967867084,0.16647959412741886
41,0.17049755377088527,0.1557729611200135,0.16280299691494052
42,0.17585005180371102,0.15747300944669365,0.16615494148533794
43,0.1751886001676446,0.15868061413868736,0.1665264928511354
44,0.1787798907926944,0.16018557570645298,0.16897272767718113
45,0.16934816585455548,0.155403695267021,0.16207655081390232
46,0.17594571986244076,0.1596794601433994,0.16741841337224725
47,0.18391131324616258,0.1637283846478279,0.17323396849480116
48,0.17686307677849827,0.15876497384848995,0.16732607246054682
49,0.182700382569749,0.16516237874314635,0.17348927875243664
