checkpoint,precision,recall,F1
1,0.578755024972591,0.5285054786139385,0.5524900427362851
2,0.6158960411000303,0.5667723455142111,0.5903139844745685
3,0.6316991107906753,0.5847933700428277,0.6073419403286833
4,0.6400047539814595,0.599032204238278,0.6188410377222973
5,0.6452128604417077,0.6060960008899271,0.6250430193874039
6,0.6450226643904162,0.6094332276544858,0.6267231024423726
7,0.6444418427676638,0.6123254908504366,0.6279733044321488
8,0.6471933837761745,0.6137160020023361,0.6300102774922918
9,0.6484506714725888,0.6203904555314533,0.6341102899374645
10,0.6467603662448241,0.6168307469825908,0.6314410977623413
11,0.6518843120070114,0.6205573168696813,0.6358351855017952
12,0.64967632822068,0.6196117692863897,0.6342879918009452
13,0.651657797789603,0.6198342510706936,0.6353477765108324
14,0.6453095903165735,0.6167751265365148,0.6307197906890766
15,0.6452080194692317,0.6193336670560098,0.6320061299202543
16,0.6473043478260869,0.6210579008843651,0.6339095631440007
17,0.6535368838130754,0.6238389231881639,0.6383426766455138
18,0.6495919430456677,0.6242282663106958,0.6366575901974132
19,0.6495429827606155,0.6245063685410757,0.6367786757408196
20,0.6494554255748286,0.6268424272762667,0.6379486018340315
21,0.6479335984782985,0.6252294343400634,0.6363790760869565
22,0.6412538033182157,0.621280382668669,0.6311091022091645
23,0.6423026050951751,0.621224762222593,0.6315878760461435
24,0.6495904003692166,0.6262862228155069,0.6377254835329764
25,0.6491278733972508,0.6251181934479114,0.6368968350664438
