checkpoint,precision,recall,F1
1,0.56,0.56,0.56
2,0.48,0.48,0.48
3,0.68,0.68,0.68
4,0.6,0.6,0.6
5,0.5733333333333334,0.5733333333333334,0.5733333333333334
6,0.6133333333333333,0.6133333333333333,0.6133333333333333
7,0.72,0.72,0.72
8,0.64,0.64,0.64
9,0.7333333333333333,0.7333333333333333,0.7333333333333333
10,0.6933333333333334,0.6933333333333334,0.6933333333333334
11,0.68,0.68,0.68
12,0.72,0.72,0.72
13,0.6266666666666667,0.6266666666666667,0.6266666666666667
14,0.6533333333333333,0.6533333333333333,0.6533333333333333
15,0.7066666666666667,0.7066666666666667,0.7066666666666667
16,0.8,0.8,0.8000000000000002
17,0.7733333333333333,0.7733333333333333,0.7733333333333333
18,0.64,0.64,0.64
19,0.68,0.68,0.68
20,0.76,0.76,0.76
21,0.7066666666666667,0.7066666666666667,0.7066666666666667
22,0.6666666666666666,0.6666666666666666,0.6666666666666666
23,0.68,0.68,0.68
24,0.72,0.72,0.72
25,0.7466666666666667,0.7466666666666667,0.7466666666666667
26,0.72,0.72,0.72
27,0.68,0.68,0.68
28,0.6933333333333334,0.6933333333333334,0.6933333333333334
29,0.6666666666666666,0.6666666666666666,0.6666666666666666
30,0.7733333333333333,0.7733333333333333,0.7733333333333333
31,0.8,0.8,0.8000000000000002
32,0.7333333333333333,0.7333333333333333,0.7333333333333333
33,0.72,0.72,0.72
34,0.72,0.72,0.72
35,0.76,0.76,0.76
36,0.76,0.76,0.76
37,0.72,0.72,0.72
38,0.7733333333333333,0.7733333333333333,0.7733333333333333
39,0.7333333333333333,0.7333333333333333,0.7333333333333333
40,0.7466666666666667,0.7466666666666667,0.7466666666666667
41,0.72,0.72,0.72
42,0.7466666666666667,0.7466666666666667,0.7466666666666667
43,0.7733333333333333,0.7733333333333333,0.7733333333333333
44,0.6666666666666666,0.6666666666666666,0.6666666666666666
45,0.7333333333333333,0.7333333333333333,0.7333333333333333
46,0.7066666666666667,0.7066666666666667,0.7066666666666667
47,0.76,0.76,0.76
48,0.6933333333333334,0.6933333333333334,0.6933333333333334
49,0.7733333333333333,0.7733333333333333,0.7733333333333333
50,0.7466666666666667,0.7466666666666667,0.7466666666666667
51,0.72,0.72,0.72
52,0.6933333333333334,0.6933333333333334,0.6933333333333334
53,0.7866666666666666,0.7866666666666666,0.7866666666666666
54,0.8,0.8,0.8000000000000002
55,0.7066666666666667,0.7066666666666667,0.7066666666666667
56,0.7333333333333333,0.7333333333333333,0.7333333333333333
57,0.7866666666666666,0.7866666666666666,0.7866666666666666
58,0.72,0.72,0.72
59,0.7333333333333333,0.7333333333333333,0.7333333333333333
60,0.6533333333333333,0.6533333333333333,0.6533333333333333
61,0.7466666666666667,0.7466666666666667,0.7466666666666667
62,0.76,0.76,0.76
63,0.7333333333333333,0.7333333333333333,0.7333333333333333
64,0.6933333333333334,0.6933333333333334,0.6933333333333334
65,0.76,0.76,0.76
66,0.76,0.76,0.76
67,0.7333333333333333,0.7333333333333333,0.7333333333333333
68,0.7466666666666667,0.7466666666666667,0.7466666666666667
69,0.7333333333333333,0.7333333333333333,0.7333333333333333
70,0.7066666666666667,0.7066666666666667,0.7066666666666667
71,0.7333333333333333,0.7333333333333333,0.7333333333333333
72,0.72,0.72,0.72
73,0.7466666666666667,0.7466666666666667,0.7466666666666667
74,0.7866666666666666,0.7866666666666666,0.7866666666666666
75,0.7866666666666666,0.7866666666666666,0.7866666666666666
76,0.7066666666666667,0.7066666666666667,0.7066666666666667
77,0.7733333333333333,0.7733333333333333,0.7733333333333333
78,0.76,0.76,0.76
79,0.72,0.72,0.72
80,0.8133333333333334,0.8133333333333334,0.8133333333333334
81,0.76,0.76,0.76
82,0.76,0.76,0.76
83,0.7733333333333333,0.7733333333333333,0.7733333333333333
84,0.76,0.76,0.76
85,0.7466666666666667,0.7466666666666667,0.7466666666666667
86,0.7466666666666667,0.7466666666666667,0.7466666666666667
87,0.8,0.8,0.8000000000000002
88,0.8,0.8,0.8000000000000002
89,0.7733333333333333,0.7733333333333333,0.7733333333333333
90,0.76,0.76,0.76
91,0.6933333333333334,0.6933333333333334,0.6933333333333334
92,0.7733333333333333,0.7733333333333333,0.7733333333333333
93,0.72,0.72,0.72
94,0.7466666666666667,0.7466666666666667,0.7466666666666667
95,0.7466666666666667,0.7466666666666667,0.7466666666666667
96,0.76,0.76,0.76
97,0.7733333333333333,0.7733333333333333,0.7733333333333333
98,0.8266666666666667,0.8266666666666667,0.8266666666666667
99,0.72,0.72,0.72
