checkpoint,precision,recall,F1
1,,,
2,0.6533333333333333,0.6533333333333333,0.6533333333333333
3,0.6266666666666667,0.6266666666666667,0.6266666666666667
4,0.6933333333333334,0.6933333333333334,0.6933333333333334
5,0.72,0.72,0.72
6,0.8,0.8,0.8000000000000002
7,0.76,0.76,0.76
8,0.7466666666666667,0.7466666666666667,0.7466666666666667
9,0.6933333333333334,0.6933333333333334,0.6933333333333334
10,0.7333333333333333,0.7333333333333333,0.7333333333333333
11,0.7466666666666667,0.7466666666666667,0.7466666666666667
12,0.7333333333333333,0.7333333333333333,0.7333333333333333
13,0.7466666666666667,0.7466666666666667,0.7466666666666667
14,0.7733333333333333,0.7733333333333333,0.7733333333333333
15,0.7733333333333333,0.7733333333333333,0.7733333333333333
16,0.6533333333333333,0.6533333333333333,0.6533333333333333
17,0.7466666666666667,0.7466666666666667,0.7466666666666667
18,0.7066666666666667,0.7066666666666667,0.7066666666666667
19,0.6933333333333334,0.6933333333333334,0.6933333333333334
20,0.7066666666666667,0.7066666666666667,0.7066666666666667
21,0.7066666666666667,0.7066666666666667,0.7066666666666667
22,0.76,0.76,0.76
23,0.7333333333333333,0.7333333333333333,0.7333333333333333
24,0.7066666666666667,0.7066666666666667,0.7066666666666667
25,0.64,0.64,0.64
26,0.7066666666666667,0.7066666666666667,0.7066666666666667
27,0.68,0.68,0.68
28,0.7066666666666667,0.7066666666666667,0.7066666666666667
29,0.7333333333333333,0.7333333333333333,0.7333333333333333
30,0.7333333333333333,0.7333333333333333,0.7333333333333333
31,0.7066666666666667,0.7066666666666667,0.7066666666666667
32,0.7066666666666667,0.7066666666666667,0.7066666666666667
33,0.6933333333333334,0.6933333333333334,0.6933333333333334
34,0.7066666666666667,0.7066666666666667,0.7066666666666667
35,0.72,0.72,0.72
36,0.6933333333333334,0.6933333333333334,0.6933333333333334
37,0.6666666666666666,0.6666666666666666,0.6666666666666666
38,0.6933333333333334,0.6933333333333334,0.6933333333333334
39,0.72,0.72,0.72
40,0.7333333333333333,0.7333333333333333,0.7333333333333333
41,0.72,0.72,0.72
42,0.72,0.72,0.72
43,0.72,0.72,0.72
44,0.7333333333333333,0.7333333333333333,0.7333333333333333
45,0.72,0.72,0.72
46,0.72,0.72,0.72
47,0.72,0.72,0.72
48,0.7333333333333333,0.7333333333333333,0.7333333333333333
49,0.7333333333333333,0.7333333333333333,0.7333333333333333
50,0.72,0.72,0.72
51,0.68,0.68,0.68
52,0.6933333333333334,0.6933333333333334,0.6933333333333334
53,0.72,0.72,0.72
54,0.76,0.76,0.76
55,0.7333333333333333,0.7333333333333333,0.7333333333333333
56,0.76,0.76,0.76
57,0.7066666666666667,0.7066666666666667,0.7066666666666667
58,0.68,0.68,0.68
59,0.6533333333333333,0.6533333333333333,0.6533333333333333
60,0.6533333333333333,0.6533333333333333,0.6533333333333333
61,0.76,0.76,0.76
62,0.7333333333333333,0.7333333333333333,0.7333333333333333
63,0.7466666666666667,0.7466666666666667,0.7466666666666667
64,0.72,0.72,0.72
65,0.7333333333333333,0.7333333333333333,0.7333333333333333
66,0.72,0.72,0.72
67,0.6933333333333334,0.6933333333333334,0.6933333333333334
68,0.7333333333333333,0.7333333333333333,0.7333333333333333
69,0.72,0.72,0.72
70,0.7066666666666667,0.7066666666666667,0.7066666666666667
71,0.76,0.76,0.76
72,0.72,0.72,0.72
73,0.7333333333333333,0.7333333333333333,0.7333333333333333
74,0.72,0.72,0.72
75,0.76,0.76,0.76
76,0.7466666666666667,0.7466666666666667,0.7466666666666667
77,0.7466666666666667,0.7466666666666667,0.7466666666666667
78,0.7466666666666667,0.7466666666666667,0.7466666666666667
79,0.7066666666666667,0.7066666666666667,0.7066666666666667
80,0.7466666666666667,0.7466666666666667,0.7466666666666667
81,0.7333333333333333,0.7333333333333333,0.7333333333333333
82,0.68,0.68,0.68
83,0.6933333333333334,0.6933333333333334,0.6933333333333334
84,0.6933333333333334,0.6933333333333334,0.6933333333333334
85,0.68,0.68,0.68
86,0.7066666666666667,0.7066666666666667,0.7066666666666667
87,0.6933333333333334,0.6933333333333334,0.6933333333333334
88,0.6933333333333334,0.6933333333333334,0.6933333333333334
89,0.6933333333333334,0.6933333333333334,0.6933333333333334
90,0.7333333333333333,0.7333333333333333,0.7333333333333333
91,0.7066666666666667,0.7066666666666667,0.7066666666666667
92,0.7333333333333333,0.7333333333333333,0.7333333333333333
93,0.7466666666666667,0.7466666666666667,0.7466666666666667
94,0.7333333333333333,0.7333333333333333,0.7333333333333333
95,0.7333333333333333,0.7333333333333333,0.7333333333333333
96,0.72,0.72,0.72
97,0.72,0.72,0.72
98,0.72,0.72,0.72
99,0.76,0.76,0.76
